id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,acct_open_date,year_pin_last_changed,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,debt_to_income_ratio,total_transactions,avg_transaction_amount,max_transaction_amount,min_transaction_amount,total_spent,total_refunded,num_refunds,transaction_frequency,avg_errors,total_errors,credit_limit
22,1234,Visa,Debit (Prepaid),4634294164066043,2023-01-01,50,0,1,2001-01-01,2007,44,64,1975,10,Male,7815 Hillside Avenue,29.76,-95.38,30499,62185,114235,749,1,1.837018573611,13089,17.5440805256322,184.23,-100,234519.47,4885,63,13089,0.0113836045534418,149,65
23,318,Visa,Credit,4234128216675939,2008-07-01,678,1,1,2001-01-01,2017,62,67,1957,5,Male,75540 Valley Street,34.5,-118.01,18103,36911,93367,724,4,2.52951694616781,0,0,0,0,0,0,0,0,0,0,7500
24,1274,Visa,Debit,4181524038316536,2021-04-01,2,0,2,2001-01-01,2007,49,61,1970,4,Female,824 West Drive,41.95,-71.7,24260,49464,123198,705,6,2.49065987384765,4592,54.9790592334495,1513.76,-490,265041.84,12578,98,4592,0.0130662020905923,60,15160
25,528,Visa,Debit,4287552229905456,2003-04-01,482,1,1,2001-01-01,2011,38,65,1981,7,Male,5661 Forest Avenue,42.78,-96.16,19853,40478,76392,718,3,1.88724739364593,0,0,0,0,0,0,0,0,0,0,7030
26,1195,Mastercard,Credit,5899977049289049,2020-10-01,747,1,2,2002-01-01,2011,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,23553,40696,15691,801,6,0.385566149007273,1626,59.5371709717097,582.93,-484,105284.44,8477,73,1626,0.0252152521525215,41,10200
27,68,Visa,Credit,4099623033306950,2021-09-01,74,1,2,2002-01-01,2019,42,70,1977,10,Male,58 Birch Lane,41.55,-90.6,20599,41997,0,704,3,0,4645,60.1249085037675,596.7,-471,285207.2,5927,21,4645,0.0213132400430571,99,9900
28,1852,Visa,Debit,4013876625955765,2023-10-01,543,1,2,2002-01-01,2004,57,75,1962,12,Male,41011 Seventh Boulevard,33.27,-111.94,32056,65357,21844,685,4,0.334225867160365,9441,29.6597521448999,939.5,-481,301973.24,21955.52,224,9441,0.0120749920559263,114,36425
29,316,Visa,Credit,4934996934968532,2021-04-01,547,1,3,2002-01-01,2011,36,69,1983,8,Male,995 Martin Luther King Street,29.76,-95.38,19554,39871,73726,719,4,1.84911339068496,1602,77.753645443196,702.61,-480,135342.34,10781,97,1602,0.0337078651685393,54,1200
30,261,Visa,Credit,4572295668772647,2022-04-01,795,1,2,2002-01-01,2006,41,66,1979,2,Male,7061 Littlewood Street,36,-114.96,28985,59093,117325,737,5,1.98542974633205,6387,68.9871676843589,1702.54,-488,484063.04,43442,392,6387,0.0126820103334899,81,14200
31,892,Visa,Debit,4479062988731370,2021-11-01,628,1,2,2002-01-01,2009,38,66,1981,7,Female,4260 Essex Lane,40.43,-75.34,25205,51391,94145,656,1,1.83193555291783,0,0,0,0,0,0,0,0,0,0,14340
32,598,Visa,Debit (Prepaid),4405540956453724,2024-10-01,340,1,2,2002-01-01,2009,47,63,1972,11,Male,305 Elm Street,44.22,-71.74,21159,43144,54157,628,3,1.25526145002781,4653,14.9580507199656,100,-100,73144.81,3545,49,4653,0.00988609499247797,46,32
33,1944,Visa,Credit,4803534694306012,2021-09-01,383,1,1,2002-01-01,2009,62,65,1957,11,Female,2 Elm Drive,38.95,-84.54,24218,49378,104480,740,4,2.11592207055774,3927,58.7951489686784,1353.67,-494,255888.55,25000,153,3927,0.0150241914947797,59,11100
34,1731,Amex,Credit,375953550153829,2022-12-01,888,1,1,2003-01-01,2017,64,66,1956,1,Female,599 First Drive,34.14,-117.45,23172,47242,62224,704,6,1.31713305956564,766,74.8231592689295,780.03,-492,62589.54,5275,24,766,0.00913838120104439,7,13700
35,321,Discover,Credit,6707808786309873,2011-05-01,449,1,2,2003-01-01,2004,52,67,1967,5,Male,262 First Lane,45.18,-89.7,19705,40177,47012,698,4,1.17012220922418,404,58.5677227722772,1037.67,-500,28046.36,4385,17,404,0.0173267326732673,7,11100
36,1391,Mastercard,Debit,5914243757284149,2012-10-01,436,1,2,2003-01-01,2010,45,59,1975,2,Male,9604 Catherine Drive,40.72,-73.86,25109,51196,67164,631,4,1.31189936713806,1725,44.2357507246377,503.65,-458,79958.67,3652,30,1725,0.0150724637681159,26,6552
37,840,Mastercard,Debit,5486901761554156,2023-10-01,258,1,2,2003-01-01,2016,68,64,1952,1,Female,651 Fourth Avenue,37.74,-122.44,51692,88432,63075,694,6,0.71325990591641,3407,131.910575286176,2505.91,-500,464435.33,15016,130,3407,0.0158497211623129,54,5269
38,115,Mastercard,Credit,5419421476993334,2024-11-01,290,0,1,2003-01-01,2015,61,69,1958,7,Male,386 11th Lane,40.93,-73.72,49546,101018,78115,748,6,0.773278029658081,4049,111.903529266486,1587.15,-494,480548.39,27451,146,4049,0.0121017535193875,49,20300
39,696,Mastercard,Debit,5562768142811109,2024-10-01,267,1,2,2003-01-01,2012,74,67,1945,7,Female,5064 North Lane,40.63,-73.72,45685,110570,5700,766,8,0.0515510536311839,2713,81.6001695539993,1133.11,-498,233213.26,11832,62,2713,0.0121636564688537,33,21225
40,1635,Mastercard,Debit,5488012775349767,2008-10-01,697,1,2,2003-01-01,2009,54,58,1965,3,Male,90 Sussex Drive,40.68,-73.78,20760,42332,75213,616,6,1.77674099971653,0,0,0,0,0,0,0,0,0,0,5029
41,1140,Mastercard,Credit,5586713288069328,2022-07-01,232,1,2,2003-01-01,2009,44,65,1975,7,Male,591 South Avenue,38.96,-95.25,27149,55351,152645,703,6,2.7577640873697,4505,53.7557624861265,1195.19,-489,266944.71,24775,168,4505,0.0102108768035516,46,17000
42,825,Visa,Credit,4879494103069057,2024-08-01,693,0,1,2003-01-01,2012,53,66,1966,11,Female,462 Rose Lane,34.15,-117.76,29278,59696,127613,787,5,2.13771441972661,5406,96.9440917499075,1409.4,-490,554156.76,30077,181,5406,0.0314465408805031,170,12400
43,1769,Visa,Credit,4088292829841504,2024-06-01,140,1,1,2003-01-01,2020,75,65,1944,7,Male,177 Mill Boulevard,39.69,-74.25,21861,46031,8332,661,5,0.181008450826617,5832,34.7274845679012,845.63,-486,236374.69,33844,293,5832,0.0102880658436214,60,9700
44,1267,Visa,Debit,4194403279790054,2024-08-01,282,1,2,2003-01-01,2008,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248,31912,2182,630,4,0.0683755327149662,2343,74.7172897994025,1103.42,-471,192764.61,17702,101,2343,0.0170721297481861,40,27584
45,1571,Visa,Debit,4137249838027633,2023-04-01,861,1,2,2003-01-01,2007,58,66,1961,6,Female,385 Jefferson Avenue,36.29,-86.6,25166,51316,0,759,6,0,1548,59.9263436692507,681.27,-493,108183.98,15418,146,1548,0.018733850129199,29,33390
46,732,Visa,Debit (Prepaid),4820966230615076,2022-11-01,662,1,2,2003-01-01,2010,60,68,1959,8,Male,513 Tenth Avenue,37.68,-97.34,19224,39191,43396,756,6,1.10729504222908,933,17.9504394426581,436,-436,25617.76,8870,114,933,0.015005359056806,14,63
47,674,Visa,Credit,4462302223450825,2003-04-01,869,1,1,2003-01-01,2008,63,66,1957,1,Female,13 Sixth Boulevard,32.73,-117.08,13805,28147,25987,756,7,0.923260027711657,0,0,0,0,0,0,0,0,0,0,8000
48,1695,Amex,Credit,334769960118945,2020-06-01,735,1,2,2004-01-01,2004,45,66,1974,12,Female,238 Ocean View Lane,33.94,-117.99,27973,57027,21798,709,4,0.382239991582934,1516,87.2765699208443,963.16,-470,157731.28,25420,187,1516,0.0184696569920844,28,4100
49,16,Mastercard,Debit,5289860104321083,2015-08-01,59,1,2,2004-01-01,2005,75,67,1944,12,Male,2890 Eighth Lane,41.88,-87.84,15451,22158,19101,681,5,0.862036284863255,1203,56.0871654197839,1043.75,-493,77913.86,10441,79,1203,0.0340814630091438,41,1575
50,994,Mastercard,Credit,5313764903937416,2007-08-01,767,1,2,2004-01-01,2010,85,67,1934,10,Female,577 12th Lane,40.09,-74.21,13006,9795,396,771,7,0.0404287901990812,0,0,0,0,0,0,0,0,0,0,6000
51,584,Mastercard,Debit,5556324903959052,2023-12-01,331,0,2,2004-01-01,2010,61,68,1958,8,Male,8823 South Drive,38.66,-121.37,14318,29195,64881,743,3,2.22233259119712,6400,18.977353125,600.15,-489,138008.06,16553,165,6400,0.0115625,74,8970
52,1530,Mastercard,Credit,5557818075031918,2021-01-01,978,1,2,2004-01-01,2008,64,68,1956,2,Female,25 Elm Street,32.93,-97.22,0,1785,2892,732,3,1.62016806722689,1399,14.1423373838456,268,-268,30243.13,10458,137,1399,0.00214438884917798,3,500
53,905,Mastercard,Debit,5360731476529064,2023-12-01,898,0,2,2004-01-01,2007,69,73,1950,11,Male,385 Maple Street,37.55,-122.26,47524,96901,182809,701,5,1.88655431832489,2615,56.1002791586998,1396.66,-478,157650.23,10948,82,2615,0.0145315487571702,38,64321
55,62,Mastercard,Debit,5966550024798424,2024-09-01,577,1,1,2004-01-01,2015,78,68,1941,11,Female,9911 Rose Street,41.13,-124.04,15296,22290,9235,716,6,0.414311350381337,2302,31.0775673327541,946.66,-495,82864.56,11324,104,2302,0.0121633362293658,28,19211
56,1772,Mastercard,Debit (Prepaid),5993362497379576,2020-03-01,94,1,2,2004-01-01,2011,47,70,1972,10,Male,9070 West Street,34.09,-117.58,24603,50163,97188,761,4,1.93744393277914,4511,24.6900354688539,201,-201,114294.75,2918,37,4511,0.0110840168477056,50,96
57,1092,Mastercard,Debit,5575214152731773,2016-01-01,88,1,2,2004-01-01,2010,54,62,1965,5,Male,703 12th Street,41.01,-75.99,23450,47814,92020,720,2,1.92454092943489,0,0,0,0,0,0,0,0,0,0,4546
58,241,Mastercard,Debit,5337331365480778,2019-04-01,672,1,2,2004-01-01,2008,58,67,1961,4,Female,6077 Sixth Avenue,34.93,-79.76,15009,30605,16549,737,5,0.540728639111256,2672,30.6453143712575,792.96,-486,94286.28,12402,135,2672,0.0235778443113772,63,12861
59,1352,Visa,Debit,4969931231497491,2019-11-01,728,1,2,2004-01-01,2012,65,64,1954,3,Female,8437 Sixth Street,44.75,-85.6,20035,42102,9645,672,3,0.229086504204076,2867,40.0570631321939,808.15,-470,139345.6,24502,279,2867,0.0156958493198465,45,12528
60,63,Visa,Debit,4840372814737208,2022-11-01,357,1,2,2004-01-01,2011,40,64,1979,12,Male,390 Tenth Street,40.72,-74.17,17370,35418,51741,660,6,1.46086735558191,3780,21.330462962963,1007.57,-463,91708.15,11079,124,3780,0.0158730158730159,60,17082
61,1186,Visa,Debit (Prepaid),4684695086265308,2022-09-01,621,1,1,2004-01-01,2013,46,65,1973,10,Male,12067 Federal Boulevard,39.95,-75.16,17603,35891,87749,577,3,2.44487475968906,0,0,0,0,0,0,0,0,0,0,47
62,234,Visa,Credit,4651180699756033,2024-02-01,460,1,1,2004-01-01,2011,42,73,1977,11,Female,8027 Main Drive,32.76,-96.59,18452,37623,923,726,6,0.0245328655343806,2011,60.44552958727,748.94,-468,134083.96,12528,87,2011,0.0258577821979115,52,12600
63,275,Visa,Debit,4651206649559689,2023-04-01,125,1,1,2004-01-01,2011,43,58,1977,2,Female,973 River Street,29.56,-95.02,37415,76288,120771,710,4,1.5830930159396,10373,40.8907779812976,788.19,-496,437881.04,13721,56,10373,0.0115684951315916,120,30891
64,929,Amex,Credit,375292277672255,2021-03-01,667,1,2,2005-01-01,2007,63,62,1956,4,Female,899 Grant Lane,40.15,-75.22,44106,56102,59198,850,1,1.05518519838865,0,0,0,0,0,0,0,0,0,0,36200
65,1357,Amex,Credit,302737588175602,2020-04-01,900,1,2,2005-01-01,2014,75,65,1944,12,Female,402 Birch Boulevard,47.2,-122.4,16941,11410,0,812,7,0,1155,34.2122424242424,1016.01,-499,46425.14,6910,39,1155,0.0173160173160173,20,14600
66,1430,Discover,Credit,6955304802437571,2020-03-01,792,1,1,2005-01-01,2013,69,69,1950,4,Female,131 Tenth Avenue,41.63,-93.74,26764,33642,20874,593,5,0.620474406991261,1149,84.5123411662315,1242.38,-468,110432.68,13328,113,1149,0.0156657963446475,18,12200
67,1296,Mastercard,Credit,5181226307106931,2024-11-01,820,1,2,2005-01-01,2014,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,22896,46683,93126,788,5,1.99485894222736,4161,35.5541913001682,946.3,-455,153228.99,5288,23,4161,0.0151405912040375,63,15500
68,645,Mastercard,Debit,5148390223991031,2021-04-01,316,1,2,2005-01-01,2012,63,64,1957,2,Female,174 Catherine Boulevard,33.91,-118.23,13075,26661,42667,750,5,1.60035257492217,0,0,0,0,0,0,0,0,0,0,9297
69,826,Mastercard,Credit,5019514365242810,2024-05-01,508,1,1,2005-01-01,2012,67,60,1952,11,Female,563 Birch Drive,33.98,-83.88,26767,57705,22475,684,3,0.389480980850879,2753,73.0513621503814,1479.57,-500,232451.4,31341,174,2753,0.012713403559753,35,13900
70,1993,Mastercard,Credit,5703701005597044,2012-09-01,789,1,2,2005-01-01,2010,59,72,1960,3,Female,963 11th Drive,37.35,-122.03,45509,92785,122254,786,6,1.3176052163604,1122,94.8858823529412,1239.76,-467,121343.96,14882,119,1122,0.0142602495543672,16,19500
71,440,Mastercard,Debit,5336536496743892,2021-10-01,805,1,2,2005-01-01,2010,43,50,1976,11,Female,689 Valley Stream Lane,42.67,-70.98,52066,106159,144773,703,5,1.3637374127488,0,0,0,0,0,0,0,0,0,0,36724
72,1517,Mastercard,Debit,5515747009144505,2024-01-01,306,1,2,2005-01-01,2009,37,71,1982,3,Male,7954 Wessex Boulevard,38.9,-77.26,60593,123540,236393,764,4,1.91349360531002,4876,40.1358018867925,1184.25,-498,224814.17,29112,212,4876,0.0104593929450369,51,19670
73,1697,Mastercard,Debit,5683833994969618,2006-04-01,884,1,1,2005-01-01,2011,64,67,1955,6,Male,317 Wessex Boulevard,42.06,-83.97,20108,41002,97188,685,6,2.37032339885859,0,0,0,0,0,0,0,0,0,0,13634
74,1175,Mastercard,Debit,5479439443272548,2010-11-01,248,1,2,2005-01-01,2009,93,69,1926,9,Male,748 Martin Luther King Street,40.84,-73.87,12475,10782,346,770,7,0.0320905212391022,0,0,0,0,0,0,0,0,0,0,10670
75,1749,Mastercard,Debit (Prepaid),5535901079667192,2020-02-01,480,0,1,2005-01-01,2013,50,61,1969,7,Female,415 Elm Street,42.39,-83.05,8658,17657,21899,614,2,1.24024466217364,1388,19.8710878962536,393,-100,37626.07,10045,131,1388,0.0244956772334294,34,50
76,462,Mastercard,Debit,5131584971414266,2010-04-01,655,1,2,2005-01-01,2008,63,57,1956,9,Female,219 Ocean Avenue,40.62,-75.36,24571,50696,32793,767,5,0.646855767713429,110,44.0189090909091,427.23,-166,5183.08,341,4,110,0,0,26303
77,478,Mastercard,Debit (Prepaid),5659072921204165,2023-11-01,602,1,2,2005-01-01,2011,54,71,1965,9,Male,9939 Mill Lane,34.05,-84.07,35710,72807,0,803,3,0,175,7.6624,9.99,0.96,1340.92,0,0,175,0.0114285714285714,2,10
78,1514,Mastercard,Debit,5602736350449912,2024-12-01,673,1,1,2005-01-01,2005,53,58,1966,11,Female,6733 Third Boulevard,41.37,-82.1,18110,36925,89762,721,5,2.43092755585647,2608,38.4802185582822,653.53,-478,122975.41,22619,237,2608,0.0130368098159509,34,1846
79,1116,Visa,Credit,4400056931148232,2021-02-01,497,1,1,2005-01-01,2014,81,66,1938,7,Female,11 Spruce Avenue,40.32,-75.32,26273,42509,2895,755,5,0.0681032251993696,4155,88.6867990373045,1255.94,-460,382529.65,14036,98,4155,0.0137184115523466,57,16100
80,1296,Visa,Debit (Prepaid),4310689470082080,2023-06-01,458,1,1,2005-01-01,2008,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,22896,46683,93126,788,5,1.99485894222736,1294,7.58459041731067,13,1.28,9814.46,0,0,1294,0.00463678516228748,6,13
81,1346,Visa,Credit,4509891646969778,2024-03-01,503,1,2,2005-01-01,2009,53,65,1966,3,Female,696 Oak Boulevard,36.81,-119.75,17985,36672,99454,655,2,2.71198734729494,0,0,0,0,0,0,0,0,0,0,1500
82,957,Visa,Debit,4823239404534030,2021-10-01,123,1,2,2005-01-01,2014,73,64,1946,9,Female,862 Martin Luther King Drive,39.17,-77.26,33637,37789,24575,605,3,0.650321522136071,3263,32.7730738584125,958.61,-499,135369.54,28431,232,3263,0.0202267851670242,66,28717
83,774,Visa,Debit,4983985291771434,2024-05-01,805,1,1,2005-01-01,2006,46,61,1973,7,Male,671 Essex Street,42.41,-114.59,16378,33395,57774,588,2,1.73001946399162,3966,40.6056807866868,1120.13,-497,185823.13,24781,199,3966,0.010590015128593,42,16717
84,868,Visa,Debit,4639713693974383,2023-02-01,69,1,2,2005-01-01,2009,78,64,1941,11,Male,5004 Lake Street,35.46,-97.51,16016,31046,11436,706,6,0.368356632094312,2648,63.8495052870091,1050.74,-474,179892.49,10819,75,2648,0.0151057401812689,40,2121
85,1236,Visa,Debit,4386430445774428,2019-03-01,555,1,2,2005-01-01,2013,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,14645,25243,18006,730,6,0.713306659271877,2480,20.6200483870968,497,-497,65532.72,14395,131,2480,0.0157258064516129,39,1269
86,284,Visa,Debit,4529536293051711,2023-07-01,124,1,2,2005-01-01,2011,51,65,1968,4,Male,822 Martin Luther King Drive,33.44,-111.76,25005,50980,0,754,4,0,0,0,0,0,0,0,0,0,0,0,18270
87,139,Visa,Debit,4276460060200386,2022-08-01,264,1,1,2005-01-01,2011,73,65,1947,1,Female,835 Main Street,40.64,-73.94,19652,31317,4591,687,4,0.1465976945429,0,0,0,0,0,0,0,0,0,0,20962
88,1390,Amex,Credit,343439312469610,2023-03-01,98,1,2,2006-01-01,2011,37,71,1982,6,Male,691 First Lane,36.17,-86.78,29868,60897,85771,850,3,1.40846018687292,0,0,0,0,0,0,0,0,0,0,21400
89,1959,Amex,Credit,398744318776089,2021-02-01,992,1,2,2006-01-01,2009,46,59,1973,4,Male,8750 Lake Boulevard,41.57,-81.2,25565,52130,80367,701,1,1.54166506809898,5190,85.7401098265896,1242.56,-493,492257.17,47266,363,5190,0.020616570327553,107,11100
90,852,Amex,Credit,377759808724051,2023-10-01,360,1,1,2006-01-01,2013,35,68,1985,1,Female,955 11th Street,29.82,-82.59,19693,40156,70128,738,3,1.74638908257795,4877,28.7740906294853,673.96,-492,203709.24,63378,809,4877,0.015173262251384,74,10300
91,1187,Amex,Credit,307297025936750,2020-12-01,918,1,1,2006-01-01,2011,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216,47334,87775,701,3,1.85437529048887,3750,50.179952,748.03,-482,212532.82,24358,170,3750,0.016,60,12100
92,1130,Amex,Credit,366703189364969,2024-01-01,3,1,1,2006-01-01,2010,50,65,1970,1,Female,801 Mountain View Street,47.3,-122.31,21756,44355,44779,680,3,1.00955923796641,3551,69.8829850746269,925.85,-495,264976.48,16822,130,3551,0.0306955787102225,109,13500
93,311,Discover,Credit,6129847719830710,2024-08-01,972,1,1,2006-01-01,2007,46,68,1973,12,Female,8070 Mill Lane,37.18,-113.6,14470,29510,47153,752,4,1.59786513046425,3454,35.2602721482339,650.24,-406,140308.98,18520,188,3454,0.0101331789229878,35,1800
94,1684,Mastercard,Debit,5761884540845430,2022-06-01,312,1,1,2006-01-01,2010,56,65,1963,11,Male,27019 Madison Lane,36.34,-83.28,13668,27861,108313,782,5,3.8876206884175,3453,27.6405994787142,449.21,-392,106462.99,11020,124,3453,0.0182450043440487,63,9263
95,1512,Mastercard,Debit (Prepaid),5314994607311012,2014-06-01,406,1,1,2006-01-01,2011,44,65,1975,6,Male,6995 North Drive,39.77,-86.14,32865,67008,81402,778,8,1.21481017191977,510,17.1009803921569,102.26,-97,9174.5,453,6,510,0.00588235294117647,3,78
97,946,Mastercard,Debit,5079585270593856,2021-02-01,606,1,1,2006-01-01,2010,48,66,1971,5,Male,2981 Ninth Boulevard,40.31,-79.38,19486,39733,79302,781,4,1.99587244859437,8183,17.8283184651106,549.87,-404,159847.21,13958.08,168,8183,0.0113650250519369,93,12925
98,549,Mastercard,Debit,5231421564510111,2017-01-01,865,1,2,2006-01-01,2014,51,65,1968,4,Male,774 Wessex Lane,33.3,-111.74,30557,62304,113416,719,4,1.820364663585,2209,46.6073653236759,975.62,-493,114165.67,11210,101,2209,0.0122227252150294,27,15416
99,248,Mastercard,Debit,5145532394563662,2013-04-01,369,1,2,2006-01-01,2010,80,67,1939,12,Female,80471 Eighth Street,27.95,-82.48,13254,13596,352,684,4,0.0258899676375405,942,42.1643312101911,453.52,-403,41587.8,1869,13,942,0.0360934182590234,34,12257
100,1822,Mastercard,Debit,5279713794719682,2021-09-01,47,1,2,2006-01-01,2010,87,65,1933,1,Female,7736 Eighth Boulevard,27.09,-82.43,14395,22894,1501,767,5,0.0655630296147462,0,0,0,0,0,0,0,0,0,0,14133
101,1813,Mastercard,Debit (Prepaid),5548793272738670,2024-04-01,233,1,1,2006-01-01,2010,35,66,1984,4,Female,334 Birch Drive,35.82,-87.01,27637,56350,120125,808,4,2.13176574977817,3843,12.5632708821233,356.83,-99,49194.65,914,12,3843,0.00754618787405673,29,41
